Movie,Year,IMDb,Rating,Runtime,Genre,Release Date,Production Budget,Domestic Gross,Worldwide Gross
Hitman: Agent 47,2015,5.7,R,96,"Action, Crime, Thriller","Aug 19, 2015",35000000,22467450,82182803
Magnolia,1999,8.0,R,188,Drama,"Dec 17, 1999",37000000,22450975,48446802
Fame,2009,5.1,PG,107,"Comedy, Drama, Musical","Sep 25, 2009",18000000,22455510,80227619
City by the Sea,2002,6.1,R,108,"Crime, Drama, Mystery","Sep 6, 2002",40000000,22433915,22505932
The Alamo,2004,6.0,PG-13,137,"Drama, History, War","Apr 9, 2004",92000000,22406362,23911362
The Bye Bye Man,2017,4.2,PG-13,96,"Drama, Fantasy, Horror","Jan 13, 2017",7400000,22395806,31187727
Stuber,2019,6.2,R,93,"Action, Comedy, Crime","Jul 11, 2019",16000000,22370452,29634769
At First Sight,1999,6.0,PG-13,128,"Drama, Romance","Jan 15, 1999",40000000,22365133,22365133
Project Almanac,2015,6.4,PG-13,106,"Drama, Mystery, Sci-Fi","Jan 30, 2015",12000000,22348241,32909437
My Fellow Americans,1996,6.5,PG-13,101,"Adventure, Comedy","Dec 20, 1996",21500000,22331846,22331846
Deuce Bigalow: European Gigolo,2005,4.7,R,83,Comedy,"Aug 12, 2005",22000000,22400154,45273464
Two Can Play That Game,2001,6.2,R,90,"Comedy, Romance","Sep 7, 2001",13000000,22235901,22391450
Emma,1996,6.6,PG,120,"Comedy, Drama, Romance","Aug 2, 1996",5900000,22231658,37831658
Nowhere to Run,1993,5.7,R,94,"Action, Drama, Romance","Jan 15, 1993",15000000,22189039,52189039
The Medallion,2003,5.3,PG-13,88,"Action, Comedy, Fantasy","Aug 22, 2003",41000000,22108977,22108977
Rough Night,2017,5.2,R,101,"Comedy, Crime, Thriller","Jun 14, 2017",20000000,22105643,46844357
Frankenstein,1994,6.4,R,123,"Drama, Horror, Romance","Nov 4, 1994",45000000,22006296,112006296
Billy Elliot,2000,7.7,R,110,"Drama, Music","Oct 13, 2000",5000000,21995263,109252972
Joy Ride,2001,6.6,R,97,"Mystery, Thriller","Oct 5, 2001",23000000,21973182,22204890
Hellboy,2019,5.2,R,120,"Action, Adventure, Fantasy","Apr 10, 2019",50000000,21903748,40786480
My Little Pony: The Movie,2017,6.1,PG,99,"Animation, Adventure, Comedy","Oct 5, 2017",6500000,21885107,61294644
A Lot Like Love,2005,6.6,PG-13,107,"Comedy, Drama, Romance","Apr 22, 2005",25000000,21835784,41921590
The Big Wedding,2013,5.6,R,89,"Comedy, Drama, Romance","Apr 25, 2013",32500000,21819348,48425971
The Bachelor,1999,5.0,PG-13,101,"Comedy, Romance","Nov 5, 1999",21000000,21731001,36882378
Friday the 13th Part 2,1981,6.1,R,87,"Horror, Mystery, Thriller","Apr 30, 1981",1250000,21722776,21722776
The Player,1992,7.5,R,124,"Comedy, Crime, Drama","Apr 10, 1992",8000000,21706101,28876702
Overlord,2018,6.6,R,110,"Action, Adventure, Horror","Nov 3, 2018",38000000,21704844,39178189
Your Highness,2011,5.5,R,102,"Adventure, Comedy, Fantasy","Apr 8, 2011",50000000,21596445,26121638
Baggage Claim,2013,5.1,PG-13,96,"Comedy, Romance","Sep 27, 2013",8500000,21569509,22885836
He Got Game,1998,6.9,R,136,"Drama, Sport","May 1, 1998",25000000,21567853,22411948
Just Wright,2010,5.9,PG,100,"Comedy, Romance, Sport","May 14, 2010",12000000,21540363,21867665
The Right Stuff,1983,7.8,PG,193,"Adventure, Biography, Drama","Oct 21, 1983",27000000,21500000,21500000
The Book Thief,2013,7.6,PG-13,131,"Drama, War","Nov 8, 2013",19000000,21488481,76086711
Urban Legends: Final Cut,2000,4.3,R,97,"Horror, Mystery, Thriller","Sep 22, 2000",15000000,21468807,38574362
Psycho,1998,4.6,R,105,"Horror, Mystery, Thriller","Dec 4, 1998",20000000,21541218,37226218
The Darkest Hour,2011,4.9,PG-13,89,"Action, Adventure, Horror","Dec 25, 2011",34800000,21443494,62831715
The Adventures of Ford Fairlane,1990,6.5,R,104,"Action, Adventure, Comedy","Jul 11, 1990",49000000,20423389,20423389
Quigley Down Under,1990,6.9,PG-13,119,"Action, Adventure, Drama","Oct 19, 1990",20000000,21413105,21413105
Mars Needs Moms,2011,5.4,PG,88,"Animation, Action, Adventure","Mar 11, 2011",150000000,21392758,39549758
The Fog,1980,6.8,R,89,"Horror, Thriller","Feb 1, 1980",1100000,21445318,21445820
Skyline,2010,4.4,PG-13,92,"Action, Sci-Fi, Thriller","Nov 12, 2010",10000000,21416355,68264973
Raising Cain,1992,6.1,R,92,"Crime, Drama, Horror","Aug 7, 1992",11000000,21171695,21171695
Shaft,2019,6.4,R,111,"Action, Comedy, Crime","Jun 14, 2019",30000000,21360215,21360215
Conan the Barbarian,2011,5.2,R,113,"Action, Adventure, Fantasy","Aug 19, 2011",90000000,21295021,63356133
To Die For,1995,6.8,R,106,"Comedy, Crime, Drama","Sep 27, 1995",20000000,21284514,27688744
Dream House,2011,6.0,PG-13,84,"Drama, Mystery, Thriller","Sep 30, 2011",50000000,21302340,41642166
Mechanic: Resurrection,2016,5.7,R,98,"Action, Adventure, Thriller","Aug 25, 2016",40000000,21218403,125729635
Torque,2004,4.1,PG-13,84,"Action, Comedy, Crime","Jan 16, 2004",40000000,21176322,46176322
"As Above, So Below",2014,6.2,R,93,"Horror, Mystery, Thriller","Aug 29, 2014",5000000,21222315,41824066
ATL,2006,6.1,PG-13,105,"Comedy, Crime, Drama","Mar 31, 2006",17000000,21170563,21170563
The Next Three Days,2010,7.4,PG-13,133,"Action, Crime, Drama","Nov 19, 2010",30000000,21148651,67255916
Stir of Echoes,1999,7.0,R,99,"Horror, Mystery, Thriller","Sep 10, 1999",12000000,21133087,23059379
The Disaster Artist,2017,7.4,R,104,"Biography, Comedy, Drama","Dec 1, 2017",10000000,21120616,28717667
47 Meters Down: Uncaged,2019,5.0,PG-13,90,"Adventure, Drama, Horror","Aug 15, 2019",12000000,22260900,37565233
Tales from the Crypt: Demon Knight,1995,6.7,R,92,"Action, Fantasy, Horror","Jan 13, 1995",12000000,21089146,21089146
Antwone Fisher,2002,7.3,PG-13,120,"Biography, Drama","Dec 19, 2002",12500000,21078145,23367586
The Wiz,1978,5.4,G,134,"Adventure, Family, Fantasy","Oct 24, 1978",24000000,22000000,22000000
Creepshow,1982,6.9,R,120,"Comedy, Fantasy, Horror","Nov 10, 1982",8000000,20036244,20036244
Phantom Thread,2017,7.5,R,130,"Drama, Romance","Dec 25, 2017",35000000,21198205,47896721
Flight of the Phoenix,2004,6.1,PG-13,113,"Action, Adventure, Drama","Dec 17, 2004",75000000,21009180,34009180
Fantastic Mr. Fox,2009,7.9,PG,87,"Animation, Adventure, Comedy","Nov 13, 2009",40000000,21002919,47083412
Flicka,2006,6.1,PG,95,"Adventure, Drama, Family","Oct 20, 2006",15000000,21000147,21896367
Aloha,2015,5.4,PG-13,105,"Comedy, Drama, Romance","May 27, 2015",37000000,21052030,25387091
Looney Tunes: Back in Action,2003,5.7,PG,91,"Animation, Adventure, Comedy","Nov 14, 2003",80000000,20950820,54540662
The Man with the Golden Gun,1974,6.8,PG,125,"Action, Adventure, Thriller","Dec 20, 1974",7000000,21000000,97600000
Shorts,2009,4.7,PG,89,"Comedy, Family, Fantasy","Aug 21, 2009",20000000,20919166,29870801
Super Mario Bros.,1993,4.1,PG,104,"Adventure, Comedy, Family","May 28, 1993",42000000,20844907,20844907
Proud Mary,2018,4.9,R,89,"Action, Crime, Drama","Jan 10, 2018",30000000,20868638,21709539
Paul Blart: Mall Cop,2009,5.2,PG,91,"Action, Comedy, Crime","Jan 16, 2009",26000000,146336178,185904750
The Kids Are All Right,2010,7.0,R,106,"Comedy, Drama, Romance","Jul 9, 2010",4000000,20811365,36275469
Blair Witch,2016,5.0,R,89,"Horror, Mystery, Thriller","Sep 15, 2016",10000000,20777061,38985577
The Dead Zone,1983,7.2,R,103,"Drama, Horror, Sci-Fi","Oct 21, 1983",10000000,20766000,20766000
Free State of Jones,2016,6.9,R,139,"Action, Biography, Drama","Jun 24, 2016",50000000,20810036,23237252
Sleepless,2017,5.6,R,95,"Action, Crime, Thriller","Jan 11, 2017",30000000,20783704,33296659
The Apostle,1997,7.2,PG-13,134,Drama,"Dec 17, 1997",5000000,20733485,21277770
The Happytime Murders,2018,5.4,R,91,"Action, Comedy, Crime","Aug 24, 2018",40000000,20706452,27506412
Mad Money,2008,5.8,PG-13,104,"Comedy, Crime, Thriller","Jan 18, 2008",22000000,20668843,25044057
Diary of a Wimpy Kid: The Long Haul,2017,4.3,PG,91,"Comedy, Family","May 19, 2017",22000000,20738724,35609577
Boys and Girls,2000,5.4,PG-13,94,"Comedy, Drama, Romance","Jun 16, 2000",16000000,21799652,21799652
A Christmas Story,1983,7.9,PG,94,"Comedy, Family","Nov 18, 1983",3250000,20605209,20605209
Keanu,2016,6.2,R,100,"Action, Comedy, Crime","Apr 29, 2016",15000000,20591853,20688141
Gemini Man,2019,5.7,PG-13,117,"Action, Drama, Sci-Fi","Oct 3, 2019",140000000,48546770,166623705
Chain Reaction,1996,5.7,PG-13,107,"Action, Drama, Sci-Fi","Aug 2, 1996",55000000,21226204,60209334
Gamer,2009,5.8,R,95,"Action, Sci-Fi, Thriller","Sep 4, 2009",50000000,20534907,42002029
The Circle,2017,5.3,PG-13,110,"Drama, Sci-Fi, Thriller","Apr 28, 2017",18000000,20497844,40651864
Little Black Book,2004,5.3,PG-13,107,"Comedy, Romance, Drama","Aug 6, 2004",30000000,20422207,21758371
Duel in the Sun,1946,6.8,Passed,129,"Drama, Romance, Western","Dec 31, 1946",6000000,20400000,20400000
Valentine,2001,4.8,R,96,"Horror, Mystery, Thriller","Feb 2, 2001",10000000,20384136,20384136
The Three Musketeers,2011,5.7,PG-13,110,"Action, Adventure, Fantasy","Oct 21, 2011",90000000,20377913,139877913
A Prairie Home Companion,2006,6.7,PG-13,105,"Comedy, Drama, Music","Jun 9, 2006",10000000,20342852,26716191
Showgirls,1995,4.9,NC-17,128,Drama,"Sep 22, 1995",40000000,20350754,37750754
Brick Mansions,2014,5.7,PG-13,90,"Action, Crime, Thriller","Apr 23, 2014",28000000,20396829,73421224
Premium Rush,2012,6.5,PG-13,91,"Action, Thriller","Aug 23, 2012",35000000,20275446,31393201
Pulse,2006,4.8,PG-13,90,"Horror, Sci-Fi","Aug 11, 2006",20500000,20264436,30241435
Action Jackson,1988,5.5,R,96,"Action, Comedy, Crime","Feb 12, 1988",7000000,20257000,20257000
Our Family Wedding,2010,5.0,PG-13,103,"Comedy, Romance","Mar 12, 2010",14000000,20255281,21410546
Vampires,1998,6.2,R,108,"Action, Horror, Thriller","Oct 30, 1998",20000000,20268825,20268825
Country Strong,2010,6.3,PG-13,117,"Drama, Music","Dec 22, 2010",15000000,20218921,20601987
Appaloosa,2008,6.7,R,115,"Action, Crime, Drama","Sep 19, 2008",20000000,20211394,27911453
City Hall,1996,6.2,R,111,"Drama, Thriller","Feb 16, 1996",40000000,20278055,20278055
Secret in Their Eyes,2015,6.3,PG-13,111,"Crime, Drama, Mystery","Nov 12, 2015",20000000,20180155,32608019
Homefront,2013,6.5,R,100,"Action, Crime, Thriller","Nov 27, 2013",22000000,20158492,51695362
UglyDolls,2019,4.9,PG,87,"Animation, Adventure, Comedy","May 1, 2019",45000000,20150241,28162971
Big Miracle,2012,6.5,PG,107,"Biography, Drama, Family","Feb 3, 2012",40000000,20157300,25268680
Multiplicity,1996,6.1,PG-13,117,"Comedy, Romance, Sci-Fi","Jul 17, 1996",45000000,20133326,20133326
The Glimmer Man,1996,5.4,R,91,"Action, Comedy, Crime","Oct 4, 1996",45000000,20404841,36404841
Flipper,1996,5.3,PG,95,"Adventure, Family","May 17, 1996",25530000,20080020,30593313
Down to You,2000,5.0,PG-13,91,"Comedy, Drama, Romance","Jan 21, 2000",9000000,20035310,20035310
Middle School: The Worst Years of My Life,2016,6.1,PG,92,"Comedy, Family","Oct 7, 2016",8500000,20007149,23311293
Breathless,1983,5.9,R,100,"Action, Drama, Romance","May 13, 1983",7000000,19910002,19910002
Hard Rain,1998,5.9,R,97,"Action, Crime, Drama","Jan 16, 1998",70000000,19870567,19870567
The Spirit,2008,4.8,PG-13,103,"Action, Crime, Fantasy","Dec 25, 2008",60000000,19806188,39006188
Vampire in Brooklyn,1995,4.6,R,100,"Comedy, Fantasy, Horror","Oct 27, 1995",14000000,19637147,19637147
Young Sherlock Holmes,1985,6.8,PG-13,109,"Adventure, Fantasy, Mystery","Dec 4, 1985",18000000,19739000,19739000
The Pledge,2001,6.8,R,124,"Crime, Drama, Mystery","Jan 19, 2001",45000000,19719930,29406132
Broken City,2013,6.2,R,109,"Action, Crime, Drama","Jan 18, 2013",35000000,19701164,34480045
Man of the House,2005,5.4,PG-13,100,"Comedy, Crime","Feb 25, 2005",50000000,19699706,22099706
Summer Catch,2001,5.1,PG-13,104,"Comedy, Drama, Romance","Aug 24, 2001",17000000,19693891,19693891
Reign Over Me,2007,7.4,R,124,Drama,"Mar 23, 2007",20000000,19661987,20081987
The Life of David Gale,2003,7.6,R,130,"Crime, Drama, Thriller","Feb 21, 2003",50000000,19694635,28920188
Astro Boy,2009,6.3,PG,94,"Animation, Action, Comedy","Oct 23, 2009",65000000,19551067,41636243
Igor,2008,6.0,PG,87,"Animation, Comedy, Family","Sep 19, 2008",22000000,19528602,31013349
Hero,1992,6.5,PG-13,119,"Comedy, Drama, Romance","Oct 2, 1992",42000000,19487173,66787173
The Eagle,2011,6.2,PG-13,114,"Action, Adventure, Drama","Feb 11, 2011",25000000,19490041,38993548
Timeline,2003,5.7,PG-13,116,"Action, Adventure, Sci-Fi","Nov 26, 2003",80000000,19480739,26703184
Valiant,2005,5.5,G,76,"Animation, Adventure, Comedy","Aug 19, 2005",35000000,19478106,64188387
Friday the 13th Part VI: Jason Lives,1986,6.0,R,86,"Horror, Thriller","Aug 1, 1986",3000000,19472057,19472057
Beautiful Creatures,2013,6.1,PG-13,124,"Drama, Fantasy, Romance","Feb 14, 2013",50000000,19452138,60282876
Wonder Boys,2000,7.3,R,107,"Comedy, Drama","Feb 23, 2000",35000000,19389454,33422485
Saving Silverman,2001,5.9,PG-13,90,"Comedy, Crime, Romance","Feb 9, 2001",22000000,19351569,25873142
Runner Runner,2013,5.6,R,88,"Crime, Thriller","Sep 26, 2013",30000000,19316646,60512680
Cursed,2005,5.0,PG-13,97,"Comedy, Horror","Feb 25, 2005",35000000,19294901,25114901
Summer of Sam,1999,6.7,R,142,"Crime, Drama, Romance","Jul 2, 1999",22000000,19288130,19288130
House Party 2,1991,5.3,R,94,"Comedy, Drama, Music","Oct 23, 1991",5000000,19438638,19438638
My Best Friend's Girl,2008,5.9,R,101,"Comedy, Romance","Sep 19, 2008",20000000,19219250,34787111
Beerfest,2006,6.3,R,110,Comedy,"Aug 25, 2006",17500000,19185184,20159316
Friday the 13th Part VII: The New Blood,1988,5.3,R,88,"Horror, Thriller","May 13, 1988",2800000,19170001,19170001
Tuck Everlasting,2002,6.6,PG,90,"Drama, Family, Fantasy","Oct 11, 2002",15000000,19161999,19344615
Race,2016,7.1,PG-13,134,"Biography, Drama, Sport","Feb 19, 2016",5000000,19115191,23745772
Hart's War,2002,6.3,R,125,"Drama, War","Feb 15, 2002",70000000,19076815,33076815
"I, Frankenstein",2014,5.1,PG-13,92,"Action, Fantasy, Sci-Fi","Jan 24, 2014",65000000,19075290,74575290
Remember Me,2010,7.1,PG-13,113,"Drama, Romance","Mar 12, 2010",16000000,19068240,56506120
Waitress,2007,7.0,PG-13,108,"Comedy, Drama, Romance","May 2, 2007",1500000,19097550,22217183
Mommie Dearest,1981,6.7,R,129,"Biography, Drama","Sep 18, 1981",5000000,19032000,25032000
The Impossible,2012,7.6,PG-13,114,"Drama, History, Thriller","Oct 11, 2012",40000000,19019882,169590606
The Boys from Brazil,1978,7.0,R,125,"Drama, Mystery, Thriller",1978,12000000,19000000,19000000
Beneath the Planet of the Apes,1970,6.1,G,95,"Action, Adventure, Sci-Fi","May 26, 1970",3000000,17489009,17489009
Rollerball,2002,3.1,PG-13,98,"Action, Sci-Fi, Sport","Feb 8, 2002",70000000,18990542,25852508
Unplanned,2019,5.8,R,109,"Biography, Drama","Mar 29, 2019",6000000,19005109,21140713
The Replacement Killers,1998,6.2,R,87,"Action, Crime, Thriller","Feb 6, 1998",30000000,19035741,19035741
Exodus,1960,6.7,Approved,208,"Action, Drama, History","Dec 15, 1960",4000000,21750000,21750000
Two Brothers,2004,7.1,PG,109,"Adventure, Drama, Family","Jun 25, 2004",72000000,19176754,62176754
Georgia Rule,2007,5.8,R,113,"Comedy, Drama","May 11, 2007",20000000,18882880,20819601
Rambo: Last Blood,2019,6.2,R,89,"Action, Thriller","Sep 19, 2019",50000000,44819352,91419352
Shark Night 3D,2011,4.0,PG-13,90,"Horror, Thriller","Sep 2, 2011",25000000,18877153,18877153
The Legend of Hercules,2014,4.2,PG-13,99,"Action, Adventure, Fantasy","Jan 10, 2014",70000000,18848538,58953319
The Marine,2006,4.7,PG-13,92,"Action, Comedy, Drama","Oct 13, 2006",15000000,18844784,22165608
Akeelah and the Bee,2006,7.3,PG,112,"Drama, Family","Apr 28, 2006",8000000,18848430,18959424
The Upside of Anger,2005,6.8,R,118,"Comedy, Drama","Mar 11, 2005",12000000,18761993,28915761
Becoming Jane,2007,7.1,PG,120,"Biography, Drama, Romance","Aug 3, 2007",16500000,18663911,39380831
Anywhere But Here,1999,6.2,PG-13,114,"Comedy, Drama","Nov 12, 1999",23000000,18653615,18653615
The Quick and the Dead,1995,6.4,R,107,"Action, Romance, Thriller","Feb 10, 1995",32000000,18552460,18552460
Best in Show,2000,7.4,PG-13,90,Comedy,"Sep 27, 2000",6000000,18621249,20695413
Man on a Ledge,2012,6.6,PG-13,102,"Action, Adventure, Crime","Jan 27, 2012",42000000,18620000,49621440
The Apartment,1960,8.3,Not Rated,125,"Comedy, Drama, Romance","Jun 15, 1960",3000000,18600000,24600000
Aquamarine,2006,5.3,PG,110,"Comedy, Family, Fantasy","Mar 3, 2006",12000000,18597342,22978953
Frost/Nixon,2008,7.7,R,122,"Biography, Drama, History","Dec 5, 2008",29000000,18622031,28452945
The Fan,1996,5.9,R,116,"Action, Drama, Sport","Aug 16, 1996",55000000,18582965,18582965
An Ideal Husband,1999,6.8,PG-13,97,"Comedy, Romance","Jun 18, 1999",10700000,18542974,31341183
Ultraviolet,2006,4.4,PG-13,88,"Action, Sci-Fi","Mar 3, 2006",30000000,18522064,30962112
Into the Blue,2005,5.9,PG-13,110,"Action, Adventure, Crime","Sep 30, 2005",50000000,18782227,41982227
The Invention of Lying,2009,6.4,PG-13,100,"Comedy, Fantasy, Romance","Oct 2, 2009",18500000,18451251,32714818
A Thousand Words,2012,5.9,PG-13,91,"Comedy, Drama","Mar 9, 2012",40000000,18450127,20790486
Ladyhawke,1985,7.0,PG-13,121,"Adventure, Comedy, Drama","Apr 12, 1985",20000000,18400000,18400000
Quartet,2012,6.8,PG-13,98,"Comedy, Drama","Dec 26, 2012",11000000,18388357,56178935
Into the Wild,2007,8.1,R,148,"Adventure, Biography, Drama","Sep 21, 2007",20000000,18354356,56822960
Only the Brave,2017,7.6,PG-13,134,"Action, Biography, Drama","Oct 20, 2017",38000000,18340051,24555177
127 Hours,2010,7.6,R,94,"Biography, Drama","Nov 5, 2010",18000000,18335230,60217171
North Country,2005,7.3,R,126,Drama,"Oct 21, 2005",30000000,18324242,23676771
Babe: Pig in the City,1998,5.7,PG,97,"Adventure, Comedy, Drama","Nov 25, 1998",80000000,18319860,69131860
Walk Hard: The Dewey Cox Story,2007,6.8,R,96,"Comedy, Drama, Music","Dec 21, 2007",35000000,18317151,20606053
The Four Feathers,2002,6.5,PG-13,132,"Action, Adventure, Drama","Sep 20, 2002",35000000,18306166,29882645
Paranormal Activity: The Ghost Dimension,2015,4.6,R,88,"Horror, Mystery, Thriller","Oct 21, 2015",10000000,18297124,77959374
Fright Night,2011,6.3,R,106,"Comedy, Horror","Aug 19, 2011",30000000,18298649,40520649
Simon Birch,1998,6.9,PG,114,"Comedy, Drama, Family","Sep 11, 1998",20000000,18253415,18310591
Next,2007,6.2,PG-13,96,"Action, Sci-Fi, Thriller","Apr 27, 2007",70000000,18211013,73591500
The Last Castle,2001,7.0,R,131,"Action, Drama, Thriller","Oct 19, 2001",60000000,18208078,20541668
Chernobyl Diaries,2012,5.0,R,86,"Horror, Mystery, Thriller","May 24, 2012",1000000,18119640,42411721
Pooh's Heffalump Movie,2005,6.4,G,68,"Animation, Comedy, Family","Feb 11, 2005",20000000,18098433,55686944
Call Me by Your Name,2017,7.9,R,132,"Drama, Romance","Oct 27, 2017",3500000,18065180,41752120
Wes Craven's New Nightmare,1994,6.4,R,112,"Fantasy, Horror, Mystery","Oct 14, 1994",8000000,18090181,18090181
Admission,2013,5.7,PG-13,107,"Comedy, Drama, Romance","Mar 22, 2013",13000000,18007317,18733666
The Glass House,2001,5.8,PG-13,106,"Crime, Drama, Mystery","Sep 14, 2001",22000000,17951431,22861785
Red Planet,2000,5.7,PG-13,106,"Action, Sci-Fi, Thriller","Nov 10, 2000",80000000,17480890,33463969
The Howling,1981,6.6,R,91,Horror,"Apr 10, 1981",1000000,17985000,17985000
The Contender,2000,6.9,R,126,"Drama, Thriller","Oct 13, 2000",9000000,17804273,17804273
Laws of Attraction,2004,5.9,PG-13,90,"Comedy, Romance","Apr 30, 2004",32000000,17848322,29939591
Drive Me Crazy,1999,5.8,PG-13,91,"Comedy, Drama, Romance","Oct 1, 1999",8000000,17843379,22591451
Punch-Drunk Love,2002,7.3,R,95,"Comedy, Drama, Romance","Oct 11, 2002",25000000,17791031,24591031
Bad Times at the El Royale,2018,7.1,R,141,"Crime, Drama, Mystery","Sep 27, 2018",32000000,17839115,29199399
Going the Distance,2010,6.3,R,102,"Comedy, Romance","Sep 3, 2010",32000000,17804299,43603990
School for Scoundrels,2006,5.9,PG-13,100,Comedy,"Sep 29, 2006",20000000,17807569,17807569
Bad Santa 2,2016,5.6,R,92,"Comedy, Crime, Drama","Nov 23, 2016",26000000,17782176,23345113
Halloween 4: The Return of Michael Myers,1988,5.9,R,88,"Horror, Thriller","Oct 1, 1988",5000000,17768757,17768757
Steve Jobs,2015,7.2,R,122,"Biography, Drama","Oct 9, 2015",30000000,17766658,35579007
The Rage: Carrie 2,1999,4.7,R,104,"Horror, Sci-Fi, Thriller","Mar 12, 1999",21000000,17760244,17760244
The Perks of Being a Wallflower,2012,8.0,PG-13,103,"Drama, Romance","Sep 20, 2012",13000000,17742948,33069303
Apollo 18,2011,5.2,PG-13,86,"Horror, Mystery, Sci-Fi","Sep 2, 2011",5000000,17686929,26517819
Kit Kittredge: An American Girl,2008,6.5,G,101,"Comedy, Drama, Family","Jun 20, 2008",10000000,17657973,17657973
Nebraska,2013,7.7,R,115,"Adventure, Comedy, Drama","Nov 15, 2013",12000000,17654912,24761360
The Postman,1997,6.1,R,177,"Action, Adventure, Drama","Dec 25, 1997",80000000,17650704,20841123
Parker,2013,6.2,R,118,"Action, Crime, Thriller","Jan 24, 2013",35000000,17616641,48543388
Operation Finale,2018,6.6,PG-13,122,"Biography, Drama, History","Aug 29, 2018",20000000,17612099,17612099
