,movie,release_date,release_month,release_day,release_year
14526,Ishtar,1987-05-15,May,Friday,1987
14527,G.I. Joe: The Movie,1987-08-01,August,Saturday,1987
14528,Project X,1987-04-17,April,Friday,1987
14529,Prick Up Your Ears,1987-04-17,April,Friday,1987
14530,Eddie Murphy Raw,1987-11-25,November,Wednesday,1987
14531,The Dead,1987-12-17,December,Thursday,1987
14532,The Loner,1987-04-04,April,Saturday,1987
14533,Dudes,1987-08-01,August,Saturday,1987
14534,Bates Motel,1987-07-05,July,Sunday,1987
14535,Steel Dawn,1987-11-06,November,Friday,1987
14536,Mio in the Land of Faraway,1987-12-20,December,Sunday,1987
14537,Young Love,1987-06-06,June,Saturday,1987
14538,Bagdad Cafe,1987-11-12,November,Thursday,1987
14539,Barbie and the Rockers: Out of This World,1987-01-01,January,Thursday,1987
14540,The Kindred,1987-01-09,January,Friday,1987
14541,The Outing,1987-09-11,September,Friday,1987
14542,A Prayer for the Dying,1987-09-11,September,Friday,1987
14543,From the Hip,1987-02-06,February,Friday,1987
14544,The Sicilian,1987-10-23,October,Friday,1987
14545,Matewan,1987-08-28,August,Friday,1987
14546,Outrageous Fortune,1987-01-30,January,Friday,1987
14547,Howling III,1987-11-13,November,Friday,1987
14548,Disorderlies,1987-08-14,August,Friday,1987
14549,No Man's Land,1987-10-23,October,Friday,1987
14550,Slumber Party Massacre II,1987-10-30,October,Friday,1987
14551,The Belly of an Architect,1987-10-01,October,Thursday,1987
14552,Monster in the Closet,1987-01-30,January,Friday,1987
14553,Fight for Life,1987-03-23,March,Monday,1987
14554,Munchies,1987-03-01,March,Sunday,1987
14555,The Bedroom Window,1987-01-16,January,Friday,1987
14556,Exploits of a Young Don Juan,1987-04-04,April,Saturday,1987
14557,From a Whisper to a Scream,1987-09-25,September,Friday,1987
14558,Sign 'o' The Times,1987-11-20,November,Friday,1987
14559,A Garfield Christmas Special,1987-12-21,December,Monday,1987
14560,Nuts,1987-11-20,November,Friday,1987
14561,The Garbage Pail Kids Movie,1987-08-22,August,Saturday,1987
14562,Gaby: A True Story,1987-10-30,October,Friday,1987
14563,Blood Diner,1987-07-24,July,Friday,1987
14564,Strange Voices,1987-10-19,October,Monday,1987
14565,Assassination,1987-01-09,January,Friday,1987
14566,Rampage,1987-09-01,September,Tuesday,1987
14567,A Return to Salem's Lot,1987-05-01,May,Friday,1987
14568,Deathstalker II,1987-11-11,November,Wednesday,1987
14569,Hello Again,1987-11-06,November,Friday,1987
14570,Back to the Beach,1987-08-07,August,Friday,1987
14571,Bad,1987-08-31,August,Monday,1987
14572,Psychos in Love,1987-05-01,May,Friday,1987
14573,Faceless,1987-09-01,September,Tuesday,1987
14574,Rest in Pieces,1987-08-10,August,Monday,1987
14575,Tough Guys Don't Dance,1987-09-18,September,Friday,1987
14576,Burglar,1987-03-20,March,Friday,1987
14577,Pinocchio and the Emperor of the Night,1987-12-25,December,Friday,1987
14578,Maid to Order,1987-07-10,July,Friday,1987
14579,Chillers,1987-01-01,January,Thursday,1987
14580,The Gnomes' Great Adventure,1987-01-01,January,Thursday,1987
14581,The Whistle Blower,1987-07-10,July,Friday,1987
14582,Wish You Were Here,1987-07-24,July,Friday,1987
14583,The Secret Garden,1987-11-30,November,Monday,1987
14584,Tis the Season to Be Smurfy,1987-12-13,December,Sunday,1987
14585,Hiding Out,1987-11-06,November,Friday,1987
14586,In the Mood,1987-09-16,September,Wednesday,1987
14587,Fatal Beauty,1987-10-30,October,Friday,1987
14588,Gothic,1987-04-10,April,Friday,1987
14589,The Quick and the Dead,1987-02-28,February,Saturday,1987
14590,Garfield Goes Hollywood,1987-05-08,May,Friday,1987
14591,Surf Nazis Must Die,1987-07-03,July,Friday,1987
14592,The Curse,1987-09-11,September,Friday,1987
14593,Slave Girls from Beyond Infinity,1987-09-18,September,Friday,1987
14594,Lionheart,1987-08-14,August,Friday,1987
14595,WWE WrestleMania III,1987-03-29,March,Sunday,1987
14596,The Big Town,1987-09-25,September,Friday,1987
14597,Moon in Scorpio,1987-01-01,January,Thursday,1987
14598,White Water Summer,1987-07-10,July,Friday,1987
14599,Hot Pursuit,1987-05-08,May,Friday,1987
14600,Malone,1987-05-01,May,Friday,1987
14601,Timestalkers,1987-03-10,March,Tuesday,1987
14602,China Girl,1987-09-25,September,Friday,1987
14603,The Revenge of the Living Dead Girls,1987-09-16,September,Wednesday,1987
14604,Sport Goofy in Soccermania,1987-05-27,May,Wednesday,1987
14605,Making Mr. Right,1987-01-01,January,Thursday,1987
14606,Benji the Hunted,1987-06-05,June,Friday,1987
14607,The Video Dead,1987-11-06,November,Friday,1987
14608,The Hanoi Hilton,1987-03-27,March,Friday,1987
14609,After the Promise,1987-10-11,October,Sunday,1987
14610,Slam Dance,1987-10-02,October,Friday,1987
14611,The Dirty Dozen: The Deadly Mission,1987-03-01,March,Sunday,1987
14612,Personal Services,1987-05-07,May,Thursday,1987
14613,It's Alive III: Island of the Alive,1987-01-01,January,Thursday,1987
14614,The Rosary Murders,1987-08-28,August,Friday,1987
14615,Miami Connection,1987-08-18,August,Tuesday,1987
14616,Critical Condition,1987-01-16,January,Friday,1987
14617,Straight to Hell,1987-06-26,June,Friday,1987
14618,Deadly Prey,1987-11-02,November,Monday,1987
14619,Heat,1987-03-13,March,Friday,1987
14620,Yogi Bear and the Magical Flight of the Spruce Goose,1987-12-18,December,Friday,1987
14621,Light of Day,1987-02-06,February,Friday,1987
14622,The Little Troll Prince,1987-11-27,November,Friday,1987
14623,Walker,1987-12-04,December,Friday,1987
14624,Assa,1987-11-11,November,Wednesday,1987
14625,Rumpelstiltskin,1987-04-01,April,Wednesday,1987
14626,Warrior Queen,1987-01-01,January,Thursday,1987
14627,Nail Gun Massacre,1987-01-04,January,Sunday,1987
14628,The Killing Time,1987-10-23,October,Friday,1987
14629,Hawken's Breed,1987-01-01,January,Thursday,1987
14630,The Barbarians,1987-03-01,March,Sunday,1987
14631,Agent Trouble,1987-08-19,August,Wednesday,1987
14632,Creepozoids,1987-10-02,October,Friday,1987
14633,Morgan Stewart's Coming Home,1987-02-20,February,Friday,1987
14634,Rolling Vengeance,1987-10-02,October,Friday,1987
14635,The Whales of August,1987-10-14,October,Wednesday,1987
14636,Evil Spawn,1987-09-01,September,Tuesday,1987
14637,Sleeping Beauty,1987-06-12,June,Friday,1987
14638,Swimming to Cambodia,1987-03-13,March,Friday,1987
14639,Slaughterhouse,1987-08-28,August,Friday,1987
14640,Die Hard,1988-07-15,July,Friday,1988
14641,Akira,1988-10-19,October,Wednesday,1988
14642,Rambo III,1988-05-24,May,Tuesday,1988
14643,The Unbearable Lightness of Being,1988-02-05,February,Friday,1988
14644,Big,1988-06-03,June,Friday,1988
14645,Child's Play,1988-11-08,November,Tuesday,1988
14646,Short Circuit 2,1988-07-06,July,Wednesday,1988
14647,They Live,1988-11-23,November,Wednesday,1988
14648,Halloween 4: The Return of Michael Myers,1988-10-21,October,Friday,1988
14649,Who Framed Roger Rabbit,1988-06-21,June,Tuesday,1988
14650,Working Girl,1988-12-20,December,Tuesday,1988
14651,The Naked Gun: From the Files of Police Squad!,1988-12-02,December,Friday,1988
14652,Rain Man,1988-12-11,December,Sunday,1988
14653,Red Heat,1988-06-17,June,Friday,1988
14654,Bloodsport,1988-02-26,February,Friday,1988
14655,Above the Law,1988-04-08,April,Friday,1988
14656,Oliver & Company,1988-11-18,November,Friday,1988
14657,My Stepmother is an Alien,1988-12-09,December,Friday,1988
14658,Dirty Rotten Scoundrels,1988-12-14,December,Wednesday,1988
14659,Willow,1988-05-20,May,Friday,1988
14660,The Big Blue,1988-08-19,August,Friday,1988
14661,A Nightmare on Elm Street 4: The Dream Master,1988-08-19,August,Friday,1988
14662,The Dead Pool,1988-07-12,July,Tuesday,1988
14663,Hellbound: Hellraiser II,1988-12-23,December,Friday,1988
14664,Pumpkinhead,1988-10-14,October,Friday,1988
14665,Black Eagle,1988-05-01,May,Sunday,1988
14666,Dead Ringers,1988-09-23,September,Friday,1988
14667,Critters 2,1988-04-29,April,Friday,1988
14668,Bull Durham,1988-06-15,June,Wednesday,1988
14669,Poltergeist III,1988-06-10,June,Friday,1988
14670,Wings of Desire,1988-04-29,April,Friday,1988
14671,Phantasm II,1988-07-08,July,Friday,1988
14672,A Chinese Ghost Story,1988-03-23,March,Wednesday,1988
14673,Dangerous Liaisons,1988-12-16,December,Friday,1988
14674,Earth Girls Are Easy,1988-05-12,May,Thursday,1988
14675,Tequila Sunrise,1988-12-02,December,Friday,1988
14676,Fright Night Part 2,1988-12-07,December,Wednesday,1988
14677,The Land Before Time,1988-11-18,November,Friday,1988
14678,License to Drive,1988-07-06,July,Wednesday,1988
14679,A Short Film About Love,1988-10-18,October,Tuesday,1988
14680,Waxwork,1988-06-17,June,Friday,1988
14681,Maniac Cop,1988-05-13,May,Friday,1988
14682,Police Story 2,1988-08-20,August,Saturday,1988
14683,Dead Heat,1988-05-06,May,Friday,1988
14684,Cocktail,1988-07-29,July,Friday,1988
14685,Top Cat and the Beverly Hills Cats,1988-01-09,January,Saturday,1988
14686,The Serpent and the Rainbow,1988-02-05,February,Friday,1988
14687,A Fish Called Wanda,1988-07-15,July,Friday,1988
14688,Miracle Mile,1988-05-19,May,Thursday,1988
14689,Cocoon: The Return,1988-11-23,November,Wednesday,1988
14690,Babette's Feast,1988-03-04,March,Friday,1988
14691,Friday the 13th Part VII: The New Blood,1988-05-13,May,Friday,1988
14692,The Blob,1988-08-05,August,Friday,1988
14693,The Accused,1988-10-14,October,Friday,1988
14694,Crocodile Dundee II,1988-05-19,May,Thursday,1988
14695,She's Having a Baby,1988-02-05,February,Friday,1988
14696,Without a Clue,1988-10-21,October,Friday,1988
14697,Frantic,1988-02-26,February,Friday,1988
14698,Dragons Forever,1988-02-11,February,Thursday,1988
14699,The Presidio,1988-06-10,June,Friday,1988
14700,Mystic Pizza,1988-10-13,October,Thursday,1988
14701,Cherry 2000,1988-02-05,February,Friday,1988
14702,Police Academy 5: Assignment Miami Beach,1988-03-17,March,Thursday,1988
14703,Scooby-Doo and the Ghoul School,1988-10-16,October,Sunday,1988
14704,Vampire's Kiss,1988-09-17,September,Saturday,1988
14705,Scrooged,1988-11-22,November,Tuesday,1988
14706,The Last Temptation of Christ,1988-08-12,August,Friday,1988
14707,Snack Bar Budapest,1988-10-10,October,Monday,1988
14708,The Vanishing,1988-10-27,October,Thursday,1988
14709,The Great Outdoors,1988-06-17,June,Friday,1988
14710,Midnight Run,1988-07-20,July,Wednesday,1988
14711,Drowning by Numbers,1988-09-10,September,Saturday,1988
14712,Shoot to Kill,1988-02-12,February,Friday,1988
14713,Alice,1988-08-03,August,Wednesday,1988
14714,"Elvira, Mistress of the Dark",1988-09-30,September,Friday,1988
14715,Eight Men Out,1988-09-02,September,Friday,1988
14716,Return of the Killer Tomatoes!,1988-04-22,April,Friday,1988
14717,Married to the Mob,1988-08-19,August,Friday,1988
14718,Au Revoir les Enfants,1988-02-12,February,Friday,1988
14719,The Thin Blue Line,1988-08-28,August,Sunday,1988
14720,Vice Versa,1988-03-11,March,Friday,1988
14721,Heart of a Dog,1988-11-11,November,Friday,1988
14722,Brain Damage,1988-04-15,April,Friday,1988
14723,Tin Toy,1988-08-01,August,Monday,1988
14724,Caddyshack II,1988-07-22,July,Friday,1988
14725,Bird,1988-09-30,September,Friday,1988
14726,Mississippi Burning,1988-12-08,December,Thursday,1988
14727,Alien Nation,1988-10-07,October,Friday,1988
14728,Sleepaway Camp II: Unhappy Campers,1988-10-31,October,Monday,1988
14729,A Cry in the Dark,1988-11-11,November,Friday,1988
14730,Braddock: Missing in Action III,1988-01-22,January,Friday,1988
14731,Red Sorghum,1988-10-10,October,Monday,1988
14732,Funny Farm,1988-06-03,June,Friday,1988
14733,The Beast of War,1988-09-14,September,Wednesday,1988
14734,Ernest Saves Christmas,1988-11-11,November,Friday,1988
14735,Killer Klowns from Outer Space,1988-05-27,May,Friday,1988
14736,Tucker: The Man and His Dream,1988-08-12,August,Friday,1988
14737,Scooby-Doo! and the Reluctant Werewolf,1988-11-13,November,Sunday,1988
14738,Moonwalker,1988-10-29,October,Saturday,1988
14739,When the Wind Blows,1988-03-11,March,Friday,1988
14740,Colors,1988-04-15,April,Friday,1988
14741,Action Jackson,1988-02-12,February,Friday,1988
14742,Mac and Me,1988-08-12,August,Friday,1988
14743,I'm Gonna Git You Sucka,1988-12-14,December,Wednesday,1988
14744,Biggles,1988-01-29,January,Friday,1988
14745,Big Business,1988-06-10,June,Friday,1988
14746,Beaches,1988-12-21,December,Wednesday,1988
14747,Women on the Verge of a Nervous Breakdown,1988-09-23,September,Friday,1988
14748,The Seventh Sign,1988-04-01,April,Friday,1988
14749,For Keeps,1988-01-15,January,Friday,1988
14750,Another Woman,1988-10-13,October,Thursday,1988
14751,Watchers,1988-12-02,December,Friday,1988
14752,High Spirits,1988-11-18,November,Friday,1988
14753,Hairspray,1988-02-16,February,Tuesday,1988
14754,Powaqqatsi,1988-04-29,April,Friday,1988
14755,Punchline,1988-10-07,October,Friday,1988
14756,Gorillas in the Mist,1988-09-23,September,Friday,1988
14757,D.O.A.,1988-03-18,March,Friday,1988
14758,Scarecrows,1988-09-28,September,Wednesday,1988
14759,Arthur 2: On the Rocks,1988-07-08,July,Friday,1988
14760,Cop,1988-01-01,January,Friday,1988
14761,The Accidental Tourist,1988-12-23,December,Friday,1988
14762,"Bright Lights, Big City",1988-04-01,April,Friday,1988
14763,The Student,1988-11-11,November,Friday,1988
14764,Biloxi Blues,1988-03-25,March,Friday,1988
14765,Monkey Shines,1988-07-29,July,Friday,1988
14766,Bat*21,1988-10-21,October,Friday,1988
14767,Stand and Deliver,1988-03-11,March,Friday,1988
14768,The Milagro Beanfield War,1988-03-18,March,Friday,1988
14769,Hollywood Chainsaw Hookers,1988-03-01,March,Tuesday,1988
14770,Night of the Demons,1988-10-14,October,Friday,1988
14771,Little Nikita,1988-03-17,March,Thursday,1988
14772,The Lair of the White Worm,1988-09-21,September,Wednesday,1988
14773,Dark Habits,1988-05-06,May,Friday,1988
14774,School Daze,1988-02-12,February,Friday,1988
14775,The Little Devil,1988-10-29,October,Saturday,1988
14776,Messenger of Death,1988-09-16,September,Friday,1988
14777,"Sister, Sister",1988-02-09,February,Tuesday,1988
14778,Big Top Pee-wee,1988-07-22,July,Friday,1988
14779,Some Girls,1988-09-09,September,Friday,1988
14780,Howling IV: The Original Nightmare,1988-11-01,November,Tuesday,1988
14781,Space Mutiny,1988-01-01,January,Friday,1988
14782,Talk Radio,1988-12-21,December,Wednesday,1988
14783,The Grand Highway,1988-01-22,January,Friday,1988
14784,Lady in White,1988-04-22,April,Friday,1988
14785,Off Limits,1988-03-11,March,Friday,1988
14786,Amsterdamned,1988-11-25,November,Friday,1988
14787,Jack's Back,1988-05-06,May,Friday,1988
14788,Appointment with Death,1988-04-15,April,Friday,1988
14789,The Moderns,1988-04-15,April,Friday,1988
14790,The Dirty Dozen: The Fatal Mission,1988-02-14,February,Sunday,1988
14791,Life Is a Long Quiet River,1988-11-11,November,Friday,1988
14792,Itinerary of a Spoiled Child,1988-12-20,December,Tuesday,1988
14793,Two Moon Junction,1988-04-29,April,Friday,1988
14794,The Man From Snowy River II,1988-04-15,April,Friday,1988
14795,Slugs,1988-02-05,February,Friday,1988
14796,Sorority Babes in the Slimeball Bowl-O-Rama,1988-01-29,January,Friday,1988
14797,The Man Who Planted Trees,1988-10-14,October,Friday,1988
14798,Casual Sex?,1988-04-22,April,Friday,1988
14799,A New Life,1988-03-25,March,Friday,1988
14800,Homeboy,1988-08-24,August,Wednesday,1988
14801,Ghoulies II,1988-10-05,October,Wednesday,1988
14802,Sunset,1988-04-29,April,Friday,1988
14803,And God Created Woman,1988-03-04,March,Friday,1988
14804,Paperhouse,1988-10-08,October,Saturday,1988
14805,Bad Dreams,1988-04-08,April,Friday,1988
14806,Johnny Be Good,1988-03-24,March,Thursday,1988
14807,Feds,1988-10-28,October,Friday,1988
14808,Iron Eagle II,1988-11-11,November,Friday,1988
14809,Permanent Record,1988-04-22,April,Friday,1988
14810,The Decline of Western Civilization Part II: The Metal Years,1988-06-17,June,Friday,1988
14811,Satisfaction,1988-02-12,February,Friday,1988
14812,Moon Over Parador,1988-09-09,September,Friday,1988
14813,Summertime Blues,1988-09-09,September,Friday,1988
14814,18 Again!,1988-04-08,April,Friday,1988
14815,Far North,1988-11-09,November,Wednesday,1988
14816,Hot to Trot,1988-08-26,August,Friday,1988
14817,The Little Thief,1988-12-21,December,Wednesday,1988
14818,Patty Hearst,1988-09-23,September,Friday,1988
14819,Torch Song Trilogy,1988-01-01,January,Friday,1988
14820,The New Adventures of Pippi Longstocking,1988-07-28,July,Thursday,1988
14821,Vibes,1988-08-05,August,Friday,1988
14822,Nightmare Sisters,1988-06-15,June,Wednesday,1988
14823,Cheerleader Camp,1988-06-01,June,Wednesday,1988
14824,White Mischief,1988-04-22,April,Friday,1988
14825,Doom Asylum,1988-03-02,March,Wednesday,1988
14826,The Couch Trip,1988-01-15,January,Friday,1988
14827,Moving,1988-03-04,March,Friday,1988
14828,Salaam Bombay!,1988-10-07,October,Friday,1988
14829,The Incredible Hulk Returns,1988-05-22,May,Sunday,1988
14830,Clean and Sober,1988-08-10,August,Wednesday,1988
14831,Imagine: John Lennon,1988-10-07,October,Friday,1988
14832,Salsa,1988-07-09,July,Saturday,1988
14833,Death Spa,1988-01-01,January,Friday,1988
14834,Rent-a-Cop,1988-01-15,January,Friday,1988
14835,Hell Comes to Frogtown,1988-01-01,January,Friday,1988
14836,Tapeheads,1988-10-21,October,Friday,1988
14837,Everybody's All-American,1988-11-04,November,Friday,1988
14838,A Night in the Life of Jimmy Reardon,1988-07-21,July,Thursday,1988
14839,Garfield: His 9 Lives,1988-11-22,November,Tuesday,1988
14840,U2: Rattle and Hum,1988-11-04,November,Friday,1988
14841,The Boost,1988-12-23,December,Friday,1988
14842,"Distant Voices, Still Lives",1988-09-29,September,Thursday,1988
14843,Stormy Monday,1988-05-01,May,Sunday,1988
14844,Hobgoblins,1988-07-14,July,Thursday,1988
14845,Anguish,1988-01-08,January,Friday,1988
14846,Spellbinder,1988-09-23,September,Friday,1988
14847,Rage Net,1988-01-01,January,Friday,1988
14848,Phoenix the Warrior,1988-10-31,October,Monday,1988
14849,The Brain,1988-11-03,November,Thursday,1988
14850,White of the Eye,1988-05-20,May,Friday,1988
14851,Hansel and Gretel,1988-12-10,December,Saturday,1988
14852,The Telephone,1988-01-22,January,Friday,1988
14853,Daffy Duck's Quackbusters,1988-09-24,September,Saturday,1988
14854,American Gothic,1988-06-03,June,Friday,1988
14855,Gor,1988-02-01,February,Monday,1988
14856,"Thelonious Monk: Straight, No Chaser",1988-10-25,October,Tuesday,1988
14857,Fresh Horses,1988-11-18,November,Friday,1988
14858,Aria,1988-05-20,May,Friday,1988
14859,Stealing Home,1988-08-26,August,Friday,1988
14860,FleshEater,1988-08-17,August,Wednesday,1988
14861,Prime Evil,1988-01-01,January,Friday,1988
14862,Promised Land,1988-01-22,January,Friday,1988
