Movie,Year,value,Release Date,Production Budget,Domestic Gross,Worldwide Gross
Blair Witch,2016,Adam Wingard,"Sep 15, 2016",10000000,20777061,38985577
The Dead Zone,1983,David Cronenberg,"Oct 21, 1983",10000000,20766000,20766000
Free State of Jones,2016,Gary Ross,"Jun 24, 2016",50000000,20810036,23237252
Sleepless,2017,Baran bo Odar,"Jan 11, 2017",30000000,20783704,33296659
The Apostle,1997,Robert Duvall,"Dec 17, 1997",5000000,20733485,21277770
The Happytime Murders,2018,Brian Henson,"Aug 24, 2018",40000000,20706452,27506412
Mad Money,2008,Callie Khouri,"Jan 18, 2008",22000000,20668843,25044057
Diary of a Wimpy Kid: The Long Haul,2017,David Bowers,"May 19, 2017",22000000,20738724,35609577
Boys and Girls,2000,Robert Iscove,"Jun 16, 2000",16000000,21799652,21799652
A Christmas Story,1983,Bob Clark,"Nov 18, 1983",3250000,20605209,20605209
Keanu,2016,Peter Atencio,"Apr 29, 2016",15000000,20591853,20688141
Gemini Man,2019,Ang Lee,"Oct 3, 2019",140000000,48546770,166623705
Chain Reaction,1996,Andrew Davis,"Aug 2, 1996",55000000,21226204,60209334
Gamer,2009,Brian Taylor,"Sep 4, 2009",50000000,20534907,42002029
Gamer,2009,Mark Neveldine,"Sep 4, 2009",50000000,20534907,42002029
The Circle,2017,James Ponsoldt,"Apr 28, 2017",18000000,20497844,40651864
Little Black Book,2004,Nick Hurran,"Aug 6, 2004",30000000,20422207,21758371
Duel in the Sun,1946,Josef von Sternberg,"Dec 31, 1946",6000000,20400000,20400000
Duel in the Sun,1946,David O. Selznick,"Dec 31, 1946",6000000,20400000,20400000
Duel in the Sun,1946,William Cameron Menzies,"Dec 31, 1946",6000000,20400000,20400000
Duel in the Sun,1946,Sidney Franklin,"Dec 31, 1946",6000000,20400000,20400000
Duel in the Sun,1946,William Dieterle,"Dec 31, 1946",6000000,20400000,20400000
Duel in the Sun,1946,Otto Brower,"Dec 31, 1946",6000000,20400000,20400000
Duel in the Sun,1946,King Vidor,"Dec 31, 1946",6000000,20400000,20400000
Valentine,2001,Jamie Blanks,"Feb 2, 2001",10000000,20384136,20384136
The Three Musketeers,2011,Paul W.S. Anderson,"Oct 21, 2011",90000000,20377913,139877913
A Prairie Home Companion,2006,Robert Altman,"Jun 9, 2006",10000000,20342852,26716191
Showgirls,1995,Paul Verhoeven,"Sep 22, 1995",40000000,20350754,37750754
Brick Mansions,2014,Camille Delamarre,"Apr 23, 2014",28000000,20396829,73421224
Premium Rush,2012,David Koepp,"Aug 23, 2012",35000000,20275446,31393201
Pulse,2006,Jim Sonzero,"Aug 11, 2006",20500000,20264436,30241435
Action Jackson,1988,Craig R. Baxley,"Feb 12, 1988",7000000,20257000,20257000
Our Family Wedding,2010,Rick Famuyiwa,"Mar 12, 2010",14000000,20255281,21410546
Vampires,1998,John Carpenter,"Oct 30, 1998",20000000,20268825,20268825
Country Strong,2010,Shana Feste,"Dec 22, 2010",15000000,20218921,20601987
Appaloosa,2008,Ed Harris,"Sep 19, 2008",20000000,20211394,27911453
City Hall,1996,Harold Becker,"Feb 16, 1996",40000000,20278055,20278055
Secret in Their Eyes,2015,Billy Ray,"Nov 12, 2015",20000000,20180155,32608019
Homefront,2013,Gary Fleder,"Nov 27, 2013",22000000,20158492,51695362
UglyDolls,2019,Kelly Asbury,"May 1, 2019",45000000,20150241,28162971
Big Miracle,2012,Ken Kwapis,"Feb 3, 2012",40000000,20157300,25268680
Multiplicity,1996,Harold Ramis,"Jul 17, 1996",45000000,20133326,20133326
The Glimmer Man,1996,John Gray,"Oct 4, 1996",45000000,20404841,36404841
Flipper,1996,Alan Shapiro,"May 17, 1996",25530000,20080020,30593313
Down to You,2000,Kris Isacsson,"Jan 21, 2000",9000000,20035310,20035310
Middle School: The Worst Years of My Life,2016,Steve Carr,"Oct 7, 2016",8500000,20007149,23311293
Breathless,1983,Jim McBride,"May 13, 1983",7000000,19910002,19910002
Hard Rain,1998,Mikael Salomon,"Jan 16, 1998",70000000,19870567,19870567
The Spirit,2008,Frank Miller,"Dec 25, 2008",60000000,19806188,39006188
Vampire in Brooklyn,1995,Wes Craven,"Oct 27, 1995",14000000,19637147,19637147
Young Sherlock Holmes,1985,Barry Levinson,"Dec 4, 1985",18000000,19739000,19739000
The Pledge,2001,Sean Penn,"Jan 19, 2001",45000000,19719930,29406132
Broken City,2013,Allen Hughes,"Jan 18, 2013",35000000,19701164,34480045
Man of the House,2005,Stephen Herek,"Feb 25, 2005",50000000,19699706,22099706
Summer Catch,2001,Michael Tollin,"Aug 24, 2001",17000000,19693891,19693891
Reign Over Me,2007,Mike Binder,"Mar 23, 2007",20000000,19661987,20081987
The Life of David Gale,2003,Alan Parker,"Feb 21, 2003",50000000,19694635,28920188
Astro Boy,2009,David Bowers,"Oct 23, 2009",65000000,19551067,41636243
Igor,2008,Tony Leondis,"Sep 19, 2008",22000000,19528602,31013349
Hero,1992,Stephen Frears,"Oct 2, 1992",42000000,19487173,66787173
The Eagle,2011,Kevin Macdonald,"Feb 11, 2011",25000000,19490041,38993548
Timeline,2003,Richard Donner,"Nov 26, 2003",80000000,19480739,26703184
Valiant,2005,Gary Chapman,"Aug 19, 2005",35000000,19478106,64188387
Friday the 13th Part VI: Jason Lives,1986,Tom McLoughlin,"Aug 1, 1986",3000000,19472057,19472057
Beautiful Creatures,2013,Richard LaGravenese,"Feb 14, 2013",50000000,19452138,60282876
Wonder Boys,2000,Curtis Hanson,"Feb 23, 2000",35000000,19389454,33422485
Saving Silverman,2001,Dennis Dugan,"Feb 9, 2001",22000000,19351569,25873142
Runner Runner,2013,Brad Furman,"Sep 26, 2013",30000000,19316646,60512680
Cursed,2005,Wes Craven,"Feb 25, 2005",35000000,19294901,25114901
Summer of Sam,1999,Spike Lee,"Jul 2, 1999",22000000,19288130,19288130
House Party 2,1991,Doug McHenry,"Oct 23, 1991",5000000,19438638,19438638
House Party 2,1991,George Jackson,"Oct 23, 1991",5000000,19438638,19438638
My Best Friend's Girl,2008,Howard Deutch,"Sep 19, 2008",20000000,19219250,34787111
Beerfest,2006,Jay Chandrasekhar,"Aug 25, 2006",17500000,19185184,20159316
Friday the 13th Part VII: The New Blood,1988,John Carl Buechler,"May 13, 1988",2800000,19170001,19170001
Tuck Everlasting,2002,Jay Russell,"Oct 11, 2002",15000000,19161999,19344615
Race,2016,Stephen Hopkins,"Feb 19, 2016",5000000,19115191,23745772
Hart's War,2002,Gregory Hoblit,"Feb 15, 2002",70000000,19076815,33076815
"I, Frankenstein",2014,Stuart Beattie,"Jan 24, 2014",65000000,19075290,74575290
Remember Me,2010,Allen Coulter,"Mar 12, 2010",16000000,19068240,56506120
Waitress,2007,Adrienne Shelly,"May 2, 2007",1500000,19097550,22217183
Mommie Dearest,1981,Frank Perry,"Sep 18, 1981",5000000,19032000,25032000
The Impossible,2012,J.A. Bayona,"Oct 11, 2012",40000000,19019882,169590606
The Boys from Brazil,1978,Franklin J. Schaffner,1978,12000000,19000000,19000000
Beneath the Planet of the Apes,1970,Ted Post,"May 26, 1970",3000000,17489009,17489009
Rollerball,2002,John McTiernan,"Feb 8, 2002",70000000,18990542,25852508
Unplanned,2019,Cary Solomon,"Mar 29, 2019",6000000,19005109,21140713
Unplanned,2019,Chuck Konzelman,"Mar 29, 2019",6000000,19005109,21140713
The Replacement Killers,1998,Antoine Fuqua,"Feb 6, 1998",30000000,19035741,19035741
Exodus,1960,Otto Preminger,"Dec 15, 1960",4000000,21750000,21750000
Two Brothers,2004,Jean-Jacques Annaud,"Jun 25, 2004",72000000,19176754,62176754
Georgia Rule,2007,Garry Marshall,"May 11, 2007",20000000,18882880,20819601
Rambo: Last Blood,2019,Adrian Grunberg,"Sep 19, 2019",50000000,44819352,91419352
Shark Night 3D,2011,David R. Ellis,"Sep 2, 2011",25000000,18877153,18877153
The Legend of Hercules,2014,Renny Harlin,"Jan 10, 2014",70000000,18848538,58953319
The Marine,2006,John Bonito,"Oct 13, 2006",15000000,18844784,22165608
Akeelah and the Bee,2006,Doug Atchison,"Apr 28, 2006",8000000,18848430,18959424
The Upside of Anger,2005,Mike Binder,"Mar 11, 2005",12000000,18761993,28915761
Becoming Jane,2007,Julian Jarrold,"Aug 3, 2007",16500000,18663911,39380831
Anywhere But Here,1999,Wayne Wang,"Nov 12, 1999",23000000,18653615,18653615
The Quick and the Dead,1995,Sam Raimi,"Feb 10, 1995",32000000,18552460,18552460
Best in Show,2000,Christopher Guest,"Sep 27, 2000",6000000,18621249,20695413
Man on a Ledge,2012,Asger Leth,"Jan 27, 2012",42000000,18620000,49621440
The Apartment,1960,Billy Wilder,"Jun 15, 1960",3000000,18600000,24600000
Aquamarine,2006,Elizabeth Allen Rosenbaum,"Mar 3, 2006",12000000,18597342,22978953
Frost/Nixon,2008,Ron Howard,"Dec 5, 2008",29000000,18622031,28452945
The Fan,1996,Tony Scott,"Aug 16, 1996",55000000,18582965,18582965
An Ideal Husband,1999,Oliver Parker,"Jun 18, 1999",10700000,18542974,31341183
Ultraviolet,2006,Kurt Wimmer,"Mar 3, 2006",30000000,18522064,30962112
Into the Blue,2005,John Stockwell,"Sep 30, 2005",50000000,18782227,41982227
The Invention of Lying,2009,Matthew Robinson,"Oct 2, 2009",18500000,18451251,32714818
The Invention of Lying,2009,Ricky Gervais,"Oct 2, 2009",18500000,18451251,32714818
A Thousand Words,2012,Brian Robbins,"Mar 9, 2012",40000000,18450127,20790486
Ladyhawke,1985,Richard Donner,"Apr 12, 1985",20000000,18400000,18400000
Quartet,2012,Dustin Hoffman,"Dec 26, 2012",11000000,18388357,56178935
Into the Wild,2007,Sean Penn,"Sep 21, 2007",20000000,18354356,56822960
Only the Brave,2017,Joseph Kosinski,"Oct 20, 2017",38000000,18340051,24555177
127 Hours,2010,Danny Boyle,"Nov 5, 2010",18000000,18335230,60217171
North Country,2005,Niki Caro,"Oct 21, 2005",30000000,18324242,23676771
Babe: Pig in the City,1998,George Miller,"Nov 25, 1998",80000000,18319860,69131860
Walk Hard: The Dewey Cox Story,2007,Jake Kasdan,"Dec 21, 2007",35000000,18317151,20606053
The Four Feathers,2002,Shekhar Kapur,"Sep 20, 2002",35000000,18306166,29882645
Paranormal Activity: The Ghost Dimension,2015,Gregory Plotkin,"Oct 21, 2015",10000000,18297124,77959374
Fright Night,2011,Craig Gillespie,"Aug 19, 2011",30000000,18298649,40520649
Simon Birch,1998,Mark Steven Johnson,"Sep 11, 1998",20000000,18253415,18310591
Next,2007,Lee Tamahori,"Apr 27, 2007",70000000,18211013,73591500
The Last Castle,2001,Rod Lurie,"Oct 19, 2001",60000000,18208078,20541668
Chernobyl Diaries,2012,Bradley Parker,"May 24, 2012",1000000,18119640,42411721
Pooh's Heffalump Movie,2005,Frank Nissen,"Feb 11, 2005",20000000,18098433,55686944
Call Me by Your Name,2017,Luca Guadagnino,"Oct 27, 2017",3500000,18065180,41752120
Wes Craven's New Nightmare,1994,Wes Craven,"Oct 14, 1994",8000000,18090181,18090181
Admission,2013,Paul Weitz,"Mar 22, 2013",13000000,18007317,18733666
The Glass House,2001,Daniel Sackheim,"Sep 14, 2001",22000000,17951431,22861785
Red Planet,2000,Antony Hoffman,"Nov 10, 2000",80000000,17480890,33463969
The Howling,1981,Joe Dante,"Apr 10, 1981",1000000,17985000,17985000
The Contender,2000,Rod Lurie,"Oct 13, 2000",9000000,17804273,17804273
Laws of Attraction,2004,Peter Howitt,"Apr 30, 2004",32000000,17848322,29939591
Drive Me Crazy,1999,John Schultz,"Oct 1, 1999",8000000,17843379,22591451
Punch-Drunk Love,2002,Paul Thomas Anderson,"Oct 11, 2002",25000000,17791031,24591031
Bad Times at the El Royale,2018,Drew Goddard,"Sep 27, 2018",32000000,17839115,29199399
Going the Distance,2010,Nanette Burstein,"Sep 3, 2010",32000000,17804299,43603990
School for Scoundrels,2006,Todd Phillips,"Sep 29, 2006",20000000,17807569,17807569
Bad Santa 2,2016,Mark Waters,"Nov 23, 2016",26000000,17782176,23345113
Halloween 4: The Return of Michael Myers,1988,Dwight H. Little,"Oct 1, 1988",5000000,17768757,17768757
Steve Jobs,2015,Danny Boyle,"Oct 9, 2015",30000000,17766658,35579007
The Rage: Carrie 2,1999,Robert Mandel,"Mar 12, 1999",21000000,17760244,17760244
The Rage: Carrie 2,1999,Katt Shea,"Mar 12, 1999",21000000,17760244,17760244
The Perks of Being a Wallflower,2012,Stephen Chbosky,"Sep 20, 2012",13000000,17742948,33069303
Apollo 18,2011,Gonzalo López-Gallego,"Sep 2, 2011",5000000,17686929,26517819
Kit Kittredge: An American Girl,2008,Patricia Rozema,"Jun 20, 2008",10000000,17657973,17657973
Nebraska,2013,Alexander Payne,"Nov 15, 2013",12000000,17654912,24761360
The Postman,1997,Kevin Costner,"Dec 25, 1997",80000000,17650704,20841123
Parker,2013,Taylor Hackford,"Jan 24, 2013",35000000,17616641,48543388
Operation Finale,2018,Chris Weitz,"Aug 29, 2018",20000000,17612099,17612099
Hostel: Part II,2007,Eli Roth,"Jun 8, 2007",7500000,17544812,33606409
The Last King of Scotland,2006,Kevin Macdonald,"Sep 27, 2006",6000000,17606684,49155371
Last Man Standing,1996,Walter Hill,"Sep 20, 1996",67000000,18115927,18115927
Furry Vengeance,2010,Roger Kumble,"Apr 30, 2010",35000000,17630465,39340177
Cat on a Hot Tin Roof,1958,Richard Brooks,"Sep 20, 1958",3000000,17570324,17570324
"Paul, Apostle of Christ",2018,Andrew Hyatt,"Mar 22, 2018",5000000,17547999,25529498
Enough Said,2013,Nicole Holofcener,"Sep 18, 2013",8000000,17550872,25621449
Invasion U.S.A.,1985,Joseph Zito,"Sep 27, 1985",10000000,17536256,17536256
Home for the Holidays,1995,Jodie Foster,"Nov 3, 1995",20000000,17468887,22119269
A Mighty Wind,2003,Christopher Guest,"Apr 16, 2003",6000000,17583468,18504539
Notes on a Scandal,2006,Richard Eyre,"Dec 25, 2006",27500000,17510118,50578411
Empire,2002,Franc. Reyes,"Dec 6, 2002",3500000,17504595,18495444
Father Figures,2017,Lawrence Sher,"Dec 22, 2017",25000000,17501244,21038441
The Big Lebowski,1998,Ethan Coen,"Mar 6, 1998",15000000,17498804,46189568
The Big Lebowski,1998,Joel Coen,"Mar 6, 1998",15000000,17498804,46189568
Sorry to Bother You,2018,Boots Riley,"Jul 6, 2018",3200000,17493096,18285560
Dope,2015,Rick Famuyiwa,"Jun 19, 2015",7000000,17506470,18190831
The Ruins,2008,Carter Smith,"Apr 4, 2008",25000000,17432844,22910563
Dark Skies,2013,Scott Stewart,"Feb 21, 2013",3500000,17418667,27704111
Disturbing Behavior,1998,David Nutter,"Jul 24, 1998",15000000,17507368,19014238
Addicted,2014,Bille Woodruff,"Oct 10, 2014",5000000,17390770,17499242
Roll Bounce,2005,Malcolm D. Lee,"Sep 23, 2005",10000000,17380866,17433072
Masterminds,2016,Jared Hess,"Sep 23, 2016",25000000,17356894,30850666
A Haunted House 2,2014,Michael Tiddes,"Apr 18, 2014",4000000,17329487,21206861
Just My Luck,2006,Donald Petrie,"May 12, 2006",28000000,17326650,38159905
Eight Legged Freaks,2002,Ellory Elkayem,"Jul 17, 2002",30000000,17266505,36722311
Extreme Measures,1996,Michael Apted,"Sep 27, 1996",38000000,17378193,17378193
The Phantom,1996,Simon Wincer,"Jun 7, 1996",45000000,17220599,17220599
The Front Page,1974,Billy Wilder,"Dec 17, 1974",4000000,15000000,15000000
Max Keeble's Big Move,2001,Tim Hill,"Oct 5, 2001",12000000,17292381,17292381
Half Baked,1998,Tamra Davis,"Jan 16, 1998",8000000,17394881,17394881
The Alamo,1960,John Wayne,"Oct 24, 1960",12000000,7900000,7900000
A Most Wanted Man,2014,Anton Corbijn,"Jul 25, 2014",15000000,17237855,36068890
Wanderlust,2012,David Wain,"Feb 24, 2012",32500000,17288155,24159934
Seventh Son,2014,Sergei Bodrov,"Dec 19, 2014",95000000,17725785,108874967
Hudson Hawk,1991,Michael Lehmann,"May 24, 1991",65000000,17218916,17218916
Center Stage,2000,Nicholas Hytner,"May 12, 2000",18000000,17200925,21361109
Safe,2012,Boaz Yakin,"Apr 27, 2012",33000000,17142080,41495213
Eastern Promises,2007,David Cronenberg,"Sep 14, 2007",50000000,17181265,56077088
Rushmore,1998,Wes Anderson,"Dec 11, 1998",10000000,17105219,19080435
Fled,1996,Kevin Hooks,"Jul 19, 1996",30000000,17192205,19892205
Seed of Chucky,2004,Don Mancini,"Nov 12, 2004",29000000,17016190,24716190
Win a Date with Tad Hamilton!,2004,Robert Luketic,"Jan 23, 2004",24000000,16980098,17589829
Small Time Crooks,2000,Woody Allen,"May 19, 2000",18000000,17266359,29934477
The Devil's Rejects,2005,Rob Zombie,"Jul 22, 2005",7000000,17044981,20940428
Son of the Mask,2005,Lawrence Guterman,"Feb 18, 2005",100000000,17018422,59918422
Norm of the North,2016,Trevor Wall,"Jan 14, 2016",18000000,17062499,30535660
Rock Star,2001,Stephen Herek,"Sep 7, 2001",38000000,16991902,19317765
Wimbledon,2004,Richard Loncraine,"Sep 17, 2004",35000000,16862585,41666476
The Counselor,2013,Ridley Scott,"Oct 25, 2013",25000000,16973715,71009334
Boiler Room,2000,Ben Younger,"Feb 18, 2000",9000000,16963963,28773637
Serving Sara,2002,Reginald Hudlin,"Aug 23, 2002",29000000,16930185,20146150
The Thing,2011,Matthijs van Heijningen Jr.,"Oct 14, 2011",38000000,16999934,27573078
The Farewell,2019,Lulu Wang,"Jul 12, 2019",3000000,17700478,22115529
Flatliners,2017,Niels Arden Oplev,"Sep 27, 2017",20000000,16883115,45173738
Dead Silence,2007,James Wan,"Mar 16, 2007",20000000,16574590,20614661
Rebound,2005,Steve Carr,"Jul 1, 2005",45000000,16809014,17492014
Oliver!,1968,Carol Reed,"Dec 11, 1968",10000000,37402877,37402877
The Kid Who Would Be King,2019,Joe Cornish,"Jan 18, 2019",59000000,16790790,28296983
Detroit,2017,Kathryn Bigelow,"Jul 28, 2017",40000000,16790139,26033563
Lost Souls,2000,Janusz Kaminski,"Oct 13, 2000",28000000,16779636,31320293
New in Town,2009,Jonas Elmer,"Jan 30, 2009",8000000,16734283,29937909
Catch That Kid,2004,Bart Freundlich,"Feb 6, 2004",18000000,16703799,16959614
Baby's Day Out,1994,Patrick Read Johnson,"Jul 1, 1994",50000000,16581575,16581575
Tremors,1990,Ron Underwood,"Jan 19, 1990",10000000,16667084,16667084
Unaccompanied Minors,2006,Paul Feig,"Dec 8, 2006",25000000,16655224,21970831
Buffy the Vampire Slayer,1992,Fran Rubel Kuzui,"Jul 31, 1992",7000000,14231669,14231669
54,1998,Mark Christopher,"Aug 28, 1998",13000000,16757163,16757163
Trainspotting,1996,Danny Boyle,"May 16, 1996",3100000,16501785,71558971
Mary Queen of Scots,2018,Josie Rourke,"Dec 7, 2018",25000000,16648499,47017620
"New York, New York",1977,Martin Scorsese,"Jun 22, 1977",14000000,13800000,13800000
The Master,2012,Paul Thomas Anderson,"Sep 14, 2012",37500000,16247159,50879131
Forever My Girl,2018,Bethany Ashton Wolf,"Jan 19, 2018",3500000,16376066,16376066
White Oleander,2002,Peter Kosminsky,"Oct 11, 2002",16000000,16357770,21657770
The Whole Ten Yards,2004,Howard Deutch,"Apr 9, 2004",30000000,16323969,26323969
A Simple Plan,1998,Sam Raimi,"Dec 11, 1998",17000000,16316273,16316273
Young Adult,2011,Jason Reitman,"Dec 9, 2011",12000000,16311571,22750356
Howard the Duck,1986,Willard Huyck,"Aug 1, 1986",30000000,16295774,16295774
21 Grams,2003,Alejandro G. Iñárritu,"Nov 21, 2003",20000000,16248701,59667625
Elizabeth: The Golden Age,2007,Shekhar Kapur,"Oct 12, 2007",55000000,16285240,74870866
Swing Vote,2008,Joshua Michael Stern,"Aug 1, 2008",21000000,16289867,17589867
Original Sin,2001,Michael Cristofer,"Aug 3, 2001",26000000,16521410,16521410
The Perfect Man,2005,Mark Rosman,"Jun 17, 2005",10000000,16535005,19535005
Black Christmas,2006,Glen Morgan,"Dec 5, 2006",9000000,16235738,16235738
Jennifer's Body,2009,Karyn Kusama,"Sep 18, 2009",16000000,16204793,31943401
Wolf Creek,2005,Greg McLean,"Dec 25, 2005",1100000,16186348,29005064
Mo' Better Blues,1990,Spike Lee,"Aug 3, 1990",10000000,16153000,16153000
Vanity Fair,2004,Mira Nair,"Sep 1, 2004",23000000,16123851,19123851
Waiting...,2005,Rob McKittrick,"Oct 7, 2005",1125000,16124543,18673274
"Bright Lights, Big City",1988,James Bridges,"Apr 1, 1988",25000000,16118077,16118077
Jobs,2013,Joshua Michael Stern,"Aug 16, 2013",18000000,16131410,43402515
Fruitvale Station,2013,Ryan Coogler,"Jul 12, 2013",900000,16098998,17549645
Imagine That,2009,Karey Kirkpatrick,"Jun 12, 2009",55000000,16222392,22438144
Kung Pow: Enter the Fist,2002,Steve Oedekerk,"Jan 25, 2002",10000000,16033556,17033556
The Transporter Refueled,2015,Camille Delamarre,"Sep 2, 2015",22000000,16029670,69698495
Adventureland,2009,Greg Mottola,"Apr 3, 2009",9800000,16044025,17553055
The Raven,2012,James McTeigue,"Apr 12, 2012",26000000,16008272,30601801
Confessions of a Dangerous Mind,2002,George Clooney,"Dec 31, 2002",29000000,16007718,33013805
Armored,2009,Nimród Antal,"Dec 4, 2009",20000000,15988876,23661038
Marie Antoinette,2006,Sofia Coppola,"Oct 20, 2006",40000000,15962471,60862471
Mortal Engines,2018,Christian Rivers,"Dec 5, 2018",100000000,15951040,85287417
Jason Goes to Hell: The Final Friday,1993,Adam Marcus,"Aug 13, 1993",3000000,15935068,15935068
The Birth of a Nation,2016,Nate Parker,"Oct 7, 2016",10000000,15861566,16891011
Devil's Due,2014,Tyler Gillett,"Jan 17, 2014",7000000,15821461,36146087
Devil's Due,2014,Matt Bettinelli-Olpin,"Jan 17, 2014",7000000,15821461,36146087
The Kite Runner,2007,Marc Forster,"Dec 14, 2007",20000000,15800078,74180745
Hunter Killer,2018,Donovan Marsh,"Oct 19, 2018",40000000,15767460,29325209
3000 Miles to Graceland,2001,Demian Lichtenstein,"Feb 23, 2001",62000000,15738632,18708848
Paparazzi,2004,Paul Abascal,"Sep 3, 2004",20000000,15712072,16612072
